epoch,training_loss,training_accuracy,validation_loss,validation_accuracy
91,0.004482437374870886,0.9980884194374084,1.1079902648925781,0.9293218851089478
92,0.006735890379061084,0.9976105093955994,0.2643739879131317,0.927411675453186
93,0.004247136101642016,0.9990441799163818,2.9326334697543643e-05,0.9531996250152588
94,0.010002977609447381,0.9961768388748169,9.115971806750167e-06,0.9493792057037354
95,0.0028195725206596207,0.9992831349372864,0.6056686043739319,0.9436485171318054
96,0.00446156928052541,0.9978494644165039,5.085822340333834e-05,0.946513831615448
97,0.0046984846339446305,0.9980884194374084,0.0022562129888683558,0.9283667802810669
98,0.00832920401304231,0.998327374458313,0.2285933494567871,0.9321871995925903
99,0.0032885871583757838,0.9990441799163818,0.034648336470127106,0.9627507328987122
100,0.004502558360065685,0.998327374458313,0.0007507894770242274,0.976122260093689
