epoch,training_loss,training_accuracy,validation_loss,validation_accuracy
1,0.18312682373050862,0.9297491312026978,0.3419765830039978,0.8309455513954163
2,0.10280513183047979,0.9603345394134521,0.2505941092967987,0.7917860746383667
3,0.07017197652921311,0.9732377529144287,2.536834716796875,0.7478510141372681
4,0.062389387947862154,0.9739546179771423,0.3717644214630127,0.8643743991851807
5,0.06017262797130621,0.97801673412323,0.012147342786192894,0.9770773649215698
6,0.04335427975355511,0.9842293858528137,0.14939291775226593,0.9665711522102356
7,0.05173087974157954,0.9794504046440125,0.4681236147880554,0.9656160473823547
8,0.036264507420441155,0.9878135919570923,0.002284207148477435,0.9551098346710205
9,0.04511557606960176,0.9842293858528137,0.5972046852111816,0.9293218851089478
10,0.03670895018457939,0.9851852059364319,0.22927740216255188,0.9207258820533752
11,0.032709410674691984,0.9868578314781189,0.4127805531024933,0.9426934123039246
12,0.03215645107406157,0.9880525469779968,0.43988949060440063,0.9140400886535645
13,0.023670595783735832,0.9918757677078247,0.09659027308225632,0.9713466763496399
14,0.0358113283378249,0.9866188764572144,0.00027268377016298473,0.970391571521759
15,0.027811043077007186,0.9894862771034241,0.0006809518672525883,0.9646609425544739
16,0.025702740455863012,0.9897252321243286,0.24047979712486267,0.9598853588104248
17,0.029629976604481006,0.9897252321243286,0.3225747048854828,0.8911174535751343
18,0.024715113492956298,0.990680992603302,0.5430816411972046,0.9169054627418518
19,0.019899011785142223,0.9918757677078247,0.07333768159151077,0.9541547298431396
20,0.02050347087493315,0.9916368126869202,0.8712177276611328,0.9216809868812561
21,0.023705431489591578,0.9909199476242065,0.12380971014499664,0.9541547298431396
22,0.02739348453258163,0.9899641871452332,0.36378973722457886,0.9665711522102356
23,0.01665870720286116,0.9945041537284851,0.007785864640027285,0.958930253982544
24,0.017109748551131336,0.9942652583122253,0.822138249874115,0.946513831615448
25,0.019917603951167834,0.9933094382286072,0.2051699310541153,0.9436485171318054
26,0.019653684895356568,0.9933094382286072,5.043156124884263e-05,0.9522445201873779
27,0.018157162608216065,0.9925925731658936,0.0843147560954094,0.9713466763496399
28,0.012245585248661489,0.9959378838539124,0.16221320629119873,0.9541547298431396
29,0.016600156422063826,0.9930704832077026,0.06194672733545303,0.9646609425544739
30,0.018705844393933555,0.9933094382286072,9.391278581460938e-05,0.9493792057037354
31,0.010080160140232355,0.996654748916626,0.17196476459503174,0.958930253982544
32,0.011468040540791381,0.9956989288330078,0.0918063148856163,0.9579751491546631
33,0.01049458776394498,0.9961768388748169,0.7261990904808044,0.9436485171318054
34,0.017444316719719452,0.9930704832077026,0.4169731140136719,0.9551098346710205
35,0.011561727949043012,0.9952210187911987,0.1560639888048172,0.9360076189041138
36,0.013257935583792301,0.9945041537284851,0.14646245539188385,0.9455587267875671
37,0.011263229786186104,0.9956989288330078,0.6609683632850647,0.9207258820533752
38,0.011644336913288526,0.9952210187911987,0.5779044032096863,0.9369627237319946
39,0.011068949386734398,0.9964157938957214,0.1926654726266861,0.9446036219596863
40,0.012335350598252953,0.9952210187911987,0.3073381781578064,0.958930253982544
41,0.00924347353648306,0.9968936443328857,0.5862665772438049,0.9646609425544739
42,0.006800521675343185,0.9968936443328857,0.3327889144420624,0.9531996250152588
43,0.015948300392479884,0.9942652583122253,0.09736127406358719,0.9426934123039246
44,0.01502449251310452,0.9940263032913208,0.563707709312439,0.9149952530860901
45,0.010759991095149773,0.9956989288330078,0.7165111303329468,0.9407832026481628
46,0.007721720638933476,0.9971325993537903,0.07932000607252121,0.9474689364433289
47,0.0170338207428582,0.9949820637702942,0.13428948819637299,0.9455587267875671
48,0.006614257181011832,0.9978494644165039,0.20262566208839417,0.9503343105316162
49,0.00735115304059875,0.9973715543746948,0.5383226871490479,0.9484240412712097
50,0.005847722045716531,0.9988052845001221,0.0019444802310317755,0.9512894153594971
51,0.007826051155266436,0.9964157938957214,0.6665236353874207,0.946513831615448
52,0.011958869926971448,0.9968936443328857,0.12152205407619476,0.963705837726593
53,0.011516393195614363,0.9961768388748169,1.969541614244008e-07,0.9579751491546631
54,0.009412074545933272,0.9956989288330078,0.004764760844409466,0.958930253982544
55,0.015365808349467628,0.9956989288330078,0.04498660936951637,0.9627507328987122
56,0.006296677141646249,0.9978494644165039,0.3637005388736725,0.9579751491546631
57,0.004379828744959503,0.9992831349372864,0.063997782766819,0.9474689364433289
58,0.009068161961862112,0.9971325993537903,0.17869260907173157,0.9369627237319946
59,0.009233484622743718,0.9952210187911987,0.4996209442615509,0.9713466763496399
60,0.009230928852470278,0.9968936443328857,1.0104843378067017,0.9512894153594971
61,0.008826409448012267,0.996654748916626,8.574965613661334e-05,0.9684813618659973
62,0.0050673614067639275,0.9988052845001221,2.3998729375307448e-05,0.9646609425544739
63,0.009891153884228355,0.9968936443328857,0.3343377709388733,0.9255014061927795
64,0.011495229380591394,0.9952210187911987,0.019522979855537415,0.9684813618659973
65,0.01176470196109767,0.9959378838539124,0.4966343641281128,0.9617956280708313
66,0.015061112103913655,0.9947431087493896,0.8771798610687256,0.934097409248352
67,0.0069455668172422194,0.9971325993537903,0.06746527552604675,0.9302769899368286
68,0.007259906237519217,0.9976105093955994,0.46921244263648987,0.958930253982544
69,0.0047165100254639705,0.998327374458313,0.35383471846580505,0.9331423044204712
70,0.006659194336040623,0.9973715543746948,0.5738076567649841,0.9541547298431396
71,0.004334062020602758,0.9988052845001221,0.15529103577136993,0.9369627237319946
72,0.01036349462217597,0.9973715543746948,0.2611503601074219,0.9178605675697327
73,0.0068279539101445885,0.9978494644165039,0.3209829032421112,0.9512894153594971
74,0.005271456673419756,0.9973715543746948,1.8522225618362427,0.9073543548583984
75,0.011483520298348667,0.9968936443328857,0.01405805628746748,0.9751671552658081
76,0.010398477259585103,0.9959378838539124,0.25178223848342896,0.9503343105316162
77,0.01449393331645878,0.9949820637702942,0.4502275586128235,0.963705837726593
78,0.01002509525715358,0.996654748916626,0.6802365183830261,0.9436485171318054
79,0.008078975553095221,0.9978494644165039,0.0001897733600344509,0.9531996250152588
80,0.003959171815868679,0.9980884194374084,0.0040711043402552605,0.9656160473823547
81,0.0052104354081277775,0.9988052845001221,0.2835802137851715,0.934097409248352
82,0.008396647562354143,0.9968936443328857,0.12975938618183136,0.9407832026481628
83,0.0068920833733463385,0.9980884194374084,0.05996043235063553,0.9379178881645203
84,0.004159812211321247,0.998327374458313,0.005056037101894617,0.9503343105316162
85,0.0020369227411419755,0.9990441799163818,0.8226307034492493,0.9455587267875671
86,0.0031432329610854887,0.9985663294792175,0.7402652502059937,0.9312320947647095
87,0.013321018310644911,0.9961768388748169,1.4918547868728638,0.8901623487472534
88,0.01257749249411641,0.9959378838539124,0.11267362534999847,0.9388729929924011
89,0.004275328979393084,0.9988052845001221,0.7337759137153625,0.9350525140762329
90,0.00747716400382048,0.9968936443328857,0.23543177545070648,0.9149952530860901
