epoch,training_loss,training_accuracy,validation_loss,validation_accuracy
51,0.013168742365939286,0.9949820637702942,0.22867006063461304,0.9484240412712097
52,0.017327693530904704,0.9928315281867981,1.2609694749698974e-05,0.9484240412712097
53,0.011836230634779,0.9956989288330078,0.7694692015647888,0.9484240412712097
54,0.012328768414881952,0.9956989288330078,0.657484233379364,0.946513831615448
55,0.01034756243144626,0.9956989288330078,0.0009792856872081757,0.9531996250152588
56,0.012033337546390644,0.9952210187911987,0.3128722906112671,0.9541547298431396
57,0.01352975169035941,0.9952210187911987,0.2313510924577713,0.9551098346710205
58,0.009488252396862242,0.9956989288330078,0.032631468027830124,0.946513831615448
59,0.018215279897097432,0.9930704832077026,0.34277835488319397,0.9493792057037354
60,0.01554201057044388,0.9935483932495117,0.1480148434638977,0.9388729929924011
61,0.00996721292564394,0.9964157938957214,0.024974467232823372,0.9255014061927795
62,0.012647467896695835,0.9952210187911987,0.06375657767057419,0.9617956280708313
63,0.008736755016721338,0.9971325993537903,0.3364733159542084,0.9598853588104248
64,0.01295930485042326,0.9947431087493896,0.9019690155982971,0.958930253982544
65,0.012041772273404774,0.9956989288330078,0.9116618037223816,0.9617956280708313
66,0.011696168741191405,0.9956989288330078,0.0023557227104902267,0.9551098346710205
67,0.012624081386228342,0.9961768388748169,0.6332576274871826,0.958930253982544
68,0.012875071280649315,0.9956989288330078,0.8499080538749695,0.9503343105316162
69,0.005934969583868963,0.9980884194374084,0.004846182651817799,0.9531996250152588
70,0.006286861377714253,0.9976105093955994,0.890353262424469,0.9531996250152588
71,0.01119043242320422,0.9952210187911987,0.13064804673194885,0.9484240412712097
72,0.008787284790210733,0.9968936443328857,0.4353070855140686,0.9598853588104248
73,0.009131302180492904,0.9959378838539124,0.932000458240509,0.9512894153594971
74,0.009073795161678444,0.9961768388748169,0.6826412081718445,0.9360076189041138
75,0.0061523589861425445,0.9968936443328857,0.4930563271045685,0.9541547298431396
76,0.004780338371073344,0.998327374458313,0.01738237589597702,0.9407832026481628
77,0.008389254131883024,0.996654748916626,9.329415462389079e-08,0.9474689364433289
78,0.013471949545989664,0.9947431087493896,0.2950827479362488,0.9531996250152588
79,0.01132915225658864,0.9952210187911987,0.003141287248581648,0.9360076189041138
80,0.008945884181947377,0.9961768388748169,0.6521059274673462,0.9255014061927795
81,0.010451339472094904,0.9961768388748169,0.002812752267345786,0.9493792057037354
82,0.0064247697100563205,0.9976105093955994,0.1516539603471756,0.9531996250152588
83,0.004814601316300483,0.9980884194374084,0.941699206829071,0.9360076189041138
84,0.007164409782214111,0.9973715543746948,0.4943717420101166,0.9426934123039246
85,0.007089450463036136,0.9971325993537903,0.015686266124248505,0.9656160473823547
86,0.005881000966141879,0.998327374458313,0.4201483428478241,0.9503343105316162
87,0.010900176865460715,0.996654748916626,0.6903295516967773,0.9293218851089478
88,0.007149517293440166,0.9976105093955994,0.46410462260246277,0.9426934123039246
89,0.008294571963088946,0.9973715543746948,0.0006228495622053742,0.9484240412712097
90,0.007904347219983517,0.9973715543746948,0.3083385229110718,0.9531996250152588
91,0.008435747066923774,0.9968936443328857,1.207270622253418,0.9684813618659973
92,0.003394947877331863,0.9988052845001221,1.2344799041748047,0.9541547298431396
93,0.009968703895439175,0.9964157938957214,0.11303667724132538,0.9312320947647095
94,0.010365647275385192,0.9964157938957214,0.00034466394572518766,0.9503343105316162
95,0.008488089150152188,0.9968936443328857,0.27132540941238403,0.9321871995925903
96,0.008074038936215245,0.9973715543746948,0.0004661245329771191,0.9484240412712097
97,0.008599860279980217,0.9959378838539124,0.004104212392121553,0.9331423044204712
98,0.005501817403284973,0.9976105093955994,0.03331926465034485,0.9369627237319946
99,0.00844145887152202,0.9968936443328857,0.9836817383766174,0.9388729929924011
100,0.008668125167632849,0.9978494644165039,0.005273186601698399,0.9436485171318054
