epoch,training_loss,training_accuracy,validation_loss,validation_accuracy
1,0.19868787437000868,0.926403820514679,0.5770922899246216,0.856733500957489
2,0.12733824240264072,0.956511378288269,0.07525568455457687,0.9560649394989014
3,0.09327199411185697,0.9665471911430359,1.1828749179840088,0.7612225413322449
4,0.0866833337452463,0.9694145917892456,0.23933416604995728,0.9617956280708313
5,0.0729272865960675,0.9715651273727417,0.03163904324173927,0.9197707772254944
6,0.07805046165114983,0.9739546179771423,0.6248927116394043,0.9073543548583984
7,0.049199510333790324,0.9827957153320312,0.4186320900917053,0.9656160473823547
8,0.06185382270079502,0.9770609140396118,0.12029505521059036,0.8997134566307068
9,0.06834473546957119,0.9770609140396118,0.006291931960731745,0.9579751491546631
10,0.05210787641638923,0.9816009402275085,0.2466730922460556,0.9446036219596863
11,0.04650097008812071,0.9830346703529358,0.01129251066595316,0.9293218851089478
12,0.04772152698525364,0.9823178052902222,0.44722577929496765,0.9417383074760437
13,0.04763884422911182,0.9832736253738403,0.0021371154580265284,0.9197707772254944
14,0.03706652028141198,0.9868578314781189,0.457732230424881,0.9436485171318054
15,0.03030367566310448,0.989008367061615,0.7090791463851929,0.9169054627418518
16,0.03650035135617108,0.9861409664154053,0.2166288048028946,0.9388729929924011
17,0.035447710525498166,0.9868578314781189,0.009260823018848896,0.9169054627418518
18,0.039117940960801345,0.9863799214363098,0.3295583426952362,0.9006685614585876
19,0.03566804343129073,0.9878135919570923,0.055222321301698685,0.9522445201873779
20,0.030786880322486127,0.990680992603302,0.004492663778364658,0.9493792057037354
21,0.035191876263766055,0.9875746965408325,0.25510942935943604,0.9169054627418518
22,0.030533735530635646,0.989008367061615,0.4215056300163269,0.922636091709137
23,0.02771673244346276,0.9899641871452332,0.1298571228981018,0.9369627237319946
24,0.0276179657242035,0.9897252321243286,0.23166221380233765,0.9321871995925903
25,0.023956365909387347,0.9925925731658936,0.18073342740535736,0.9512894153594971
26,0.0239208029274881,0.9916368126869202,0.24708133935928345,0.9446036219596863
27,0.025521843726029052,0.9911589026451111,0.5414039492607117,0.9092645645141602
28,0.018965611019446608,0.9940263032913208,0.5887826681137085,0.9293218851089478
29,0.030788229245847155,0.9894862771034241,0.44788649678230286,0.9503343105316162
30,0.023574747246875916,0.990680992603302,0.19570736587047577,0.9321871995925903
31,0.020895769469077802,0.9935483932495117,0.27134034037590027,0.9388729929924011
32,0.022787361429267638,0.9918757677078247,0.22502177953720093,0.9293218851089478
33,0.02581389212453451,0.9911589026451111,0.3860464096069336,0.9436485171318054
34,0.021246524668368762,0.9928315281867981,0.0051386416889727116,0.9264565706253052
35,0.01792075572977134,0.9933094382286072,0.1564723551273346,0.9426934123039246
36,0.017147734897681864,0.9954599738121033,0.3489764332771301,0.9302769899368286
37,0.01930943717056242,0.9928315281867981,0.012204643338918686,0.9417383074760437
38,0.013754817258829212,0.9942652583122253,0.05224699154496193,0.9512894153594971
39,0.015800791511088475,0.9947431087493896,0.21215583384037018,0.9302769899368286
40,0.01992961001549619,0.9925925731658936,0.29755255579948425,0.9350525140762329
