val_loss,val_accuracy,loss,accuracy
0.8427185416221619,0.77268385887146,0.2022380893945409,0.915890097618103
1.003772497177124,0.7268385887145996,0.10979481932296548,0.9608124494552612
0.24150767922401428,0.8070678114891052,0.09901224248369392,0.961051344871521
0.4277999997138977,0.8490926623344421,0.07750882092571797,0.9713261723518372
0.45744770765304565,0.8615090847015381,0.06246198220634688,0.9761051535606384
0.5062938928604126,0.8299904465675354,0.06307169715990729,0.976344108581543
0.4550073742866516,0.8013371825218201,0.06829689010141002,0.9708482623100281
0.008395417593419552,0.963705837726593,0.061869533590220245,0.9768219590187073
0.5925830006599426,0.9025787711143494,0.05183545334204551,0.9792114496231079
0.5144303441047668,0.8901623487472534,0.05467338913672224,0.97801673412323
0.06836185604333878,0.9130849838256836,0.03630712219806591,0.987335741519928
0.2347295731306076,0.9054441452026367,0.042496708528391276,0.9859020113945007
0.5567075610160828,0.8414517641067505,0.04949432451015376,0.9806451797485352
0.5282487273216248,0.8681948184967041,0.03985654824683743,0.9863799214363098
0.32172051072120667,0.9379178881645203,0.029532598304420957,0.9878135919570923
0.860404372215271,0.7612225413322449,0.04764773396924227,0.9825567603111267
0.25544577836990356,0.9360076189041138,0.035485719572952996,0.9866188764572144
0.5424807071685791,0.8939828276634216,0.02949995602804582,0.9887694120407104
0.0012006169417873025,0.9531996250152588,0.031784594238690116,0.989008367061615
0.311963826417923,0.9025787711143494,0.03601866061977259,0.9866188764572144
0.15377648174762726,0.8443170785903931,0.02605035057129492,0.9902030825614929
0.8844313621520996,0.8949379324913025,0.029013975789679243,0.9880525469779968
0.07735314965248108,0.9417383074760437,0.03327689985371904,0.9861409664154053
0.5232307314872742,0.9713466763496399,0.027783946318717688,0.9897252321243286
0.13196010887622833,0.9694364666938782,0.029771988135773638,0.9880525469779968
0.9812615513801575,0.8777459263801575,0.0298253999054966,0.9902030825614929
0.3757188320159912,0.8997134566307068,0.02537144854655901,0.9909199476242065
0.16341808438301086,0.9197707772254944,0.02766802604581433,0.9897252321243286
0.1371251344680786,0.9723018407821655,0.0166286513312406,0.9928315281867981
0.25543031096458435,0.9837631583213806,0.023751495409439227,0.9921147227287292
0.45659416913986206,0.8920726180076599,0.026158956039848257,0.9916368126869202
1.4112447500228882,0.8605539798736572,0.026727328783781864,0.9902030825614929
1.0497442483901978,0.903533935546875,0.028007182776354913,0.9902030825614929
0.38307711482048035,0.8796561360359192,0.021356635146149574,0.9921147227287292
0.008731202222406864,0.9608405232429504,0.015300469668156477,0.9947431087493896
1.065739631652832,0.8280802369117737,0.02750949909648521,0.9904420375823975
1.144420862197876,0.8892072439193726,0.017832070386833918,0.9930704832077026
0.2510586082935333,0.8958930373191833,0.01905825539524617,0.9928315281867981
0.06740822643041611,0.9617956280708313,0.018290516945131216,0.9952210187911987
0.31958481669425964,0.9570200443267822,0.019613205484090106,0.9916368126869202
0.5242202877998352,0.862464189529419,0.022655499401981846,0.9911589026451111
0.17273522913455963,0.8538681864738464,0.019358424716526164,0.9937873482704163
0.298289030790329,0.9417383074760437,0.013103931004405711,0.9945041537284851
0.4917711317539215,0.8595988750457764,0.020622742972183018,0.9925925731658936
0.2917759418487549,0.9541547298431396,0.024508756522440854,0.9921147227287292
0.2857074439525604,0.9503343105316162,0.023317056089117254,0.9916368126869202
0.8096064925193787,0.9092645645141602,0.01729303693317885,0.9930704832077026
0.019721312448382378,0.9789875745773315,0.015895228952178042,0.9952210187911987
